date,value
2009-06-25,1.205556035041809
2009-06-26,1.1993060111999512
2009-06-29,1.2333329916000366
2009-06-30,1.203889012336731
2009-07-01,1.2168060541152954
2009-07-02,1.1163890361785889
2009-07-06,1.1194440126419067
2009-07-07,1.0497219562530518
2009-07-08,1.0509719848632812
2009-07-09,1.0575000047683716
2009-07-10,1.0473610162734985
2009-07-13,1.1238889694213867
2009-07-14,1.1469440460205078
2009-07-15,1.2450000047683716
2009-07-16,1.2783329486846924
2009-07-17,1.2761110067367554
2009-07-20,1.3148610591888428
2009-07-21,1.3366669416427612
2009-07-22,1.3341670036315918
2009-07-23,1.4227780103683472
2009-07-24,1.4413889646530151
2009-07-27,1.4536110162734985
2009-07-28,1.441249966621399
2009-07-29,1.4220830202102661
2009-07-30,1.466528058052063
2009-07-31,1.4708329439163208
2009-08-03,1.5448609590530396
2009-08-04,1.5597219467163086
2009-08-05,1.548611044883728
2009-08-06,1.519582986831665
2009-08-07,1.579861044883728
2009-08-10,1.5688890218734741
2009-08-11,1.509166955947876
2009-08-12,1.5616669654846191
2009-08-13,1.596943974494934
2009-08-14,1.558750033378601
2009-08-17,1.442916989326477
2009-08-18,1.4824999570846558
2009-08-19,1.5165280103683472
2009-08-20,1.5661109685897827
2009-08-21,1.6536109447479248
2009-08-24,1.6533329486846924
2009-08-25,1.6643060445785522
2009-08-26,1.6638890504837036
2009-08-27,1.6793060302734375
2009-08-28,1.6733330488204956
2009-08-31,1.632222056388855
2009-09-01,1.5206940174102783
2009-09-02,1.506250023841858
2009-09-03,1.5395829677581787
2009-09-04,1.606943964958191
2009-09-08,1.6491669416427612
2009-09-09,1.6879169940948486
2009-09-10,1.7393059730529785
2009-09-11,1.736806035041809
2009-09-14,1.7661110162734985
2009-09-15,1.7862499952316284
2009-09-16,1.865556001663208
2009-09-17,1.8566670417785645
2009-09-18,1.8620829582214355
2009-09-21,1.8463890552520752
2009-09-22,1.8811110258102417
2009-09-23,1.8306939601898193
2009-09-24,1.7715690174102783
2009-09-25,1.7443335281475845
2009-09-28,1.8352124359402053
2009-09-29,1.8247903037612243
2009-09-30,1.8007503673167975
2009-10-01,1.6645722053941434
2009-10-02,1.646091001835208
2009-10-05,1.7148749989498449
2009-10-06,1.7903282351378162
