date,value
2001-06-15,55.665000915527344
2001-06-18,55.310001373291016
2001-06-19,55.46500015258789
2001-06-20,56.04999923706055
2001-06-21,56.5
2001-06-22,56.13999938964844
2001-06-25,55.77999938964844
2001-06-26,55.63463408529401
2001-06-27,55.63964773697401
2001-06-28,56.32135904221753
2001-06-29,56.642163912414986
2001-07-02,56.79254286844942
2001-07-03,56.7624647826651
2001-07-05,56.11584139059019
2001-07-06,54.637131561533046
2001-07-09,54.9880106932191
2001-07-10,54.26118799574268
2001-07-11,54.33136382207989
2001-07-12,55.619596954549706
2001-07-13,55.885263129154254
2001-07-16,55.238639737079346
2001-07-17,55.89027678083427
2001-07-18,55.308815563416566
2001-07-19,55.61959695454972
2001-07-20,55.62461060622973
2001-07-23,54.66219599563736
2001-07-24,53.90529521237662
2001-07-25,54.58700651762014
2001-07-26,55.28375495360796
2001-07-27,55.37899521404948
2001-07-30,55.333879997520874
2001-07-31,55.55944460727681
2001-08-01,55.80005017207275
2001-08-02,55.97548973791578
2001-08-03,55.779999389648445
2001-08-06,55.13838964925353
2001-08-07,55.238639737079346
2001-08-08,54.23612356163838
2001-08-09,54.396525996737104
2001-08-10,54.61708077910874
2001-08-13,54.71232103955026
2001-08-14,54.59202016930015
2001-08-15,54.12083634306826
2001-08-16,54.28625242984699
2001-08-17,53.45917582024904
2001-08-20,53.8351193860394
2001-08-21,53.08323225445867
2001-08-22,53.57446303881915
2001-08-23,53.504287212481934
2001-08-24,54.48174277811431
2001-08-27,54.28625242984698
2001-08-28,53.37897269055182
2001-08-29,52.87771460283134
2001-08-30,52.085729730697715
2001-08-31,52.30628068877364
2001-09-04,52.0305910351048
2001-09-05,51.95540155708758
2001-09-06,50.9027603377337
2001-09-07,49.87517972818842
2001-09-10,50.251123293978786
2001-09-17,47.865133725626464
2001-09-18,47.25359824672015
2001-09-19,46.617002158005256
2001-09-20,45.113227894843796
2001-09-21,44.386405197367374
2001-09-24,45.96787262846357
2001-09-25,46.400440729799165
2001-09-26,46.04332126706437
2001-09-27,46.50103635628213
2001-09-28,47.75850087470487
2001-10-01,47.325932773369274
2001-10-02,47.909398151906466
2001-10-03,48.75441446178563
2001-10-04,48.91536976664465
2001-10-05,48.94052059200397
2001-10-08,48.61357904971862
2001-10-09,48.29166844000058
